P5,Ensembled transfer learning and multiple kernel learning for phonocardiogram based atherosclerotic coronary artery disease detection,2022,"Pathak, Akanksha; Mandana, Kayapanda; Saha, Goutam",67,"A Maity, A Pathak, G Saha",Transfer learning based heart valve disease classification from phonocardiogram signal,2023.0,Biomedical signal processing and control,Elsevier,https://www.sciencedirect.com/science/article/pii/S1746809423002380,"https://scholar.google.com/scholar?cites=7124526970628981024&as_sdt=80005&sciodt=0,11&hl=en",3,2026-08-23 16:42:34,,,,,,,,,67,22.33,22,3,3.0,Physiological conditions that prevent heart valves from functioning precisely to ensure proper blood circulation are known as heart valve disorder (HVD). Detection of HVD is …,,"https://scholar.google.com/scholar?q=related:IMEHTYhn32IJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11",Transfer learning based heart valve disease classification from phonocardiogram signal,"A Maity, A Pathak, G Saha",2023,Physiological conditions that prevent heart valves from functioning precisely to ensure proper blood circulation are known as heart valve disorder (HVD). Detection of HVD is …,Biomedical signal processing and control,Unknown,Unknown,Unclassified,2026-08-23 16:42:34,error,
P5,Ensembled transfer learning and multiple kernel learning for phonocardiogram based atherosclerotic coronary artery disease detection,2022,"Pathak, Akanksha; Mandana, Kayapanda; Saha, Goutam",28,"H Zhang, F Tian, Y Tan, L Shen, J Liu…",An AI-assisted all-in-one integrated coronary artery disease diagnosis system using a portable heart sound sensor with an on-board executable lightweight model,2025.0,IEEE Transactions …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/10909628/,"https://scholar.google.com/scholar?cites=710021318816306512&as_sdt=80005&sciodt=0,11&hl=en",4,2026-08-23 16:42:34,,,,,,,,,28,28.0,5,6,1.0,Heart sounds play a crucial role in assessing Coronary Artery Disease (CAD). The advancement of Artificial Intelligence (AI) technologies has given rise to Computer Audition …,,"https://scholar.google.com/scholar?q=related:UBUAq6CA2gkJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11",An AI-assisted all-in-one integrated coronary artery disease diagnosis system using a portable heart sound sensor with an on-board executable lightweight model,"H Zhang, F Tian, Y Tan, L Shen, J Liu…",2025,Heart sounds play a crucial role in assessing Coronary Artery Disease (CAD). The advancement of Artificial Intelligence (AI) technologies has given rise to Computer Audition …,IEEE Transactions …,Unknown,Unknown,Unclassified,2026-08-23 16:42:34,error,
P5,Ensembled transfer learning and multiple kernel learning for phonocardiogram based atherosclerotic coronary artery disease detection,2022,"Pathak, Akanksha; Mandana, Kayapanda; Saha, Goutam",61,"Y Zheng, X Guo, Y Yang, H Wang, K Liao…",Phonocardiogram transfer learning-based CatBoost model for diastolic dysfunction identification using multiple domain-specific deep feature fusion,2023.0,Computers in Biology and …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0010482523001725,"https://scholar.google.com/scholar?cites=15765404733263950321&as_sdt=80005&sciodt=0,11&hl=en",5,2026-08-23 16:42:34,HTML,,,,,,,,61,20.33,10,6,3.0,Left ventricular diastolic dyfunction detection is particularly important in cardiac function screening. This paper proposed a phonocardiogram (PCG) transfer learning-based …,https://www.sciencedirect.com/science/article/pii/S0010482523001725,"https://scholar.google.com/scholar?q=related:8bF1ghP4ydoJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11",Phonocardiogram transfer learning-based CatBoost model for diastolic dysfunction identification using multiple domain-specific deep feature fusion,"Y Zheng, X Guo, Y Yang, H Wang, K Liao…",2023,Left ventricular diastolic dyfunction detection is particularly important in cardiac function screening. This paper proposed a phonocardiogram (PCG) transfer learning-based …,Computers in Biology and …,Unknown,Unknown,Unclassified,2026-08-23 16:42:34,error,
P5,Ensembled transfer learning and multiple kernel learning for phonocardiogram based atherosclerotic coronary artery disease detection,2022,"Pathak, Akanksha; Mandana, Kayapanda; Saha, Goutam",12,"S Yaman, O Aslan, H Güler, A Sengur…",Deep learning techniques for automated coronary artery segmentation and coronary artery disease detection: A systematic review of the last decade (2013-2024),2025.0,Computer Methods and …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0169260725002755,"https://scholar.google.com/scholar?cites=4442161775462558351&as_sdt=80005&sciodt=0,11&hl=en",6,2026-08-23 16:42:34,,,,,,,,,12,12.0,2,5,1.0,"Background Coronary artery disease (CAD) is the most common cardiovascular disease, exacting high morbidity and mortality worldwide. CAD is detected on coronary artery …",,"https://scholar.google.com/scholar?q=related:j6pDZZm6pT0J:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11",Deep learning techniques for automated coronary artery segmentation and coronary artery disease detection: A systematic review of the last decade (2013-2024),"S Yaman, O Aslan, H Güler, A Sengur…",2025,"Background Coronary artery disease (CAD) is the most common cardiovascular disease, exacting high morbidity and mortality worldwide. CAD is detected on coronary artery …",Computer Methods and …,Unknown,Unknown,Unclassified,2026-08-23 16:42:34,error,
P5,Ensembled transfer learning and multiple kernel learning for phonocardiogram based atherosclerotic coronary artery disease detection,2022,"Pathak, Akanksha; Mandana, Kayapanda; Saha, Goutam",42,"H Zhang, P Zhang, Z Wang, L Chao…",Multi-feature decision fusion network for heart sound abnormality detection and classification,2023.0,IEEE Journal of …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/10227531/,"https://scholar.google.com/scholar?cites=14177685601712253469&as_sdt=80005&sciodt=0,11&hl=en",7,2026-08-23 16:42:34,,,,,,,,,42,14.0,8,5,3.0,The heart sound reflects the movement status of the cardiovascular system and contains the early pathological information of cardiovascular diseases. Automatic heart sound diagnosis …,,"https://scholar.google.com/scholar?q=related:Hao6K_BBwcQJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11",Multi-feature decision fusion network for heart sound abnormality detection and classification,"H Zhang, P Zhang, Z Wang, L Chao…",2023,The heart sound reflects the movement status of the cardiovascular system and contains the early pathological information of cardiovascular diseases. Automatic heart sound diagnosis …,IEEE Journal of …,Unknown,Unknown,Unclassified,2026-08-23 16:42:34,error,
P5,Ensembled transfer learning and multiple kernel learning for phonocardiogram based atherosclerotic coronary artery disease detection,2022,"Pathak, Akanksha; Mandana, Kayapanda; Saha, Goutam",34,"A Ainiwaer, WQ Hou, Q Qi, K Kadier, L Qin…",Deep learning of heart-sound signals for efficient prediction of obstructive coronary artery disease,2024.0,Heliyon,cell.com,https://www.cell.com/heliyon/fulltext/S2405-8440(23)10562-7?uuid=uuid%3Aeb1869b5-3e1a-4aba-987c-1a50bfe9dd72,"https://scholar.google.com/scholar?cites=7069124292525029992&as_sdt=80005&sciodt=0,11&hl=en",8,2026-08-23 16:42:34,HTML,,,,,,,,34,17.0,6,6,2.0,"Background Due to the limitations of current methods for detecting obstructive coronary artery disease (CAD), many individuals are mistakenly or unnecessarily referred for …",https://www.cell.com/heliyon/fulltext/S2405-8440(23)10562-7?uuid=uuid%3Aeb1869b5-3e1a-4aba-987c-1a50bfe9dd72,"https://scholar.google.com/scholar?q=related:aPoJGReTGmIJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11",Deep learning of heart-sound signals for efficient prediction of obstructive coronary artery disease,"A Ainiwaer, WQ Hou, Q Qi, K Kadier, L Qin…",2024,"Background Due to the limitations of current methods for detecting obstructive coronary artery disease (CAD), many individuals are mistakenly or unnecessarily referred for …",Heliyon,Unknown,Unknown,Unclassified,2026-08-23 16:42:34,error,
P5,Ensembled transfer learning and multiple kernel learning for phonocardiogram based atherosclerotic coronary artery disease detection,2022,"Pathak, Akanksha; Mandana, Kayapanda; Saha, Goutam",17,"A Gudigar, U Raghavendra, M Maithri, J Samanth…",Automated system for the detection of heart anomalies using phonocardiograms: A systematic review,2024.0,IEEE …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/10685373/,"https://scholar.google.com/scholar?cites=8708295670581517125&as_sdt=80005&sciodt=0,11&hl=en",9,2026-08-23 16:42:34,,,,,,,,,17,8.5,3,5,2.0,Phonocardiogram (PCG) signals generated by the heart contain information about heart conditions. This review examines how PCG analysis identifies and diagnoses heart issues …,https://ieeexplore.ieee.org/iel8/6287639/6514899/10685373.pdf,"https://scholar.google.com/scholar?q=related:RVsVHMYU2ngJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11",Automated system for the detection of heart anomalies using phonocardiograms: A systematic review,"A Gudigar, U Raghavendra, M Maithri, J Samanth…",2024,Phonocardiogram (PCG) signals generated by the heart contain information about heart conditions. This review examines how PCG analysis identifies and diagnoses heart issues …,IEEE …,Unknown,Unknown,Unclassified,2026-08-23 16:42:34,error,
P5,Ensembled transfer learning and multiple kernel learning for phonocardiogram based atherosclerotic coronary artery disease detection,2022,"Pathak, Akanksha; Mandana, Kayapanda; Saha, Goutam",25,"Y Jin, X Ye, N Feng, Z Wang, X Hei…",Lesion classification of coronary artery CTA images based on CBAM and transfer learning,2024.0,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/iel7/19/4407674/10491332.pdf,"https://scholar.google.com/scholar?cites=5287831448177539755&as_sdt=80005&sciodt=0,11&hl=en",10,2026-08-23 16:42:34,,,,,,,,,25,12.5,4,6,2.0,"Classification of coronary artery stenosis is essential in assisting physicians in diagnosing cardiovascular diseases. However, due to the complexity of medical diagnosis and the …",,"https://scholar.google.com/scholar?q=related:q_rCnK8mYkkJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11",Lesion classification of coronary artery CTA images based on CBAM and transfer learning,"Y Jin, X Ye, N Feng, Z Wang, X Hei…",2024,"Classification of coronary artery stenosis is essential in assisting physicians in diagnosing cardiovascular diseases. However, due to the complexity of medical diagnosis and the …",IEEE Transactions on …,Unknown,Unknown,Unclassified,2026-08-23 16:42:34,error,
P5,Ensembled transfer learning and multiple kernel learning for phonocardiogram based atherosclerotic coronary artery disease detection,2022,"Pathak, Akanksha; Mandana, Kayapanda; Saha, Goutam",13,"A Maity, G Saha",Enhancing cross-domain robustness in phonocardiogram signal classification using domain-invariant preprocessing and transfer learning,2024.0,Computer methods and programs in biomedicine,Elsevier,https://www.sciencedirect.com/science/article/pii/S0169260724004553,"https://scholar.google.com/scholar?cites=16002312569823237532&as_sdt=80005&sciodt=0,11&hl=en",11,2026-08-23 16:42:34,,,,,,,,,13,6.5,7,2,2.0,Background and objective: Phonocardiogram (PCG) signal analysis is a non-invasive and cost-efficient approach for diagnosing cardiovascular diseases. Existing PCG-based …,,"https://scholar.google.com/scholar?q=related:nBUVlX-iE94J:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11",Enhancing cross-domain robustness in phonocardiogram signal classification using domain-invariant preprocessing and transfer learning,"A Maity, G Saha",2024,Background and objective: Phonocardiogram (PCG) signal analysis is a non-invasive and cost-efficient approach for diagnosing cardiovascular diseases. Existing PCG-based …,Computer methods and programs in biomedicine,Unknown,Unknown,Unclassified,2026-08-23 16:42:34,error,
P5,Ensembled transfer learning and multiple kernel learning for phonocardiogram based atherosclerotic coronary artery disease detection,2022,"Pathak, Akanksha; Mandana, Kayapanda; Saha, Goutam",17,"A Aminorroaya, D Biswas, AF Pedroso…",Harnessing artificial intelligence for innovation in interventional cardiovascular care,2025.0,Journal of the Society for …,Elsevier,https://www.sciencedirect.com/science/article/pii/S2772930325000031,"https://scholar.google.com/scholar?cites=17799581604457940701&as_sdt=80005&sciodt=0,11&hl=en",12,2026-08-23 16:42:34,HTML,,,,,,,,17,17.0,4,4,1.0,"Artificial intelligence (AI) serves as a powerful tool that can revolutionize how personalized, patient-focused care is provided within interventional cardiology. Specifically, AI can …",https://www.sciencedirect.com/science/article/pii/S2772930325000031,"https://scholar.google.com/scholar?q=related:3QZLvCnRBPcJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11",Harnessing artificial intelligence for innovation in interventional cardiovascular care,"A Aminorroaya, D Biswas, AF Pedroso…",2025,"Artificial intelligence (AI) serves as a powerful tool that can revolutionize how personalized, patient-focused care is provided within interventional cardiology. Specifically, AI can …",Journal of the Society for …,Unknown,Unknown,Unclassified,2026-08-23 16:42:34,error,
P5,Ensembled transfer learning and multiple kernel learning for phonocardiogram based atherosclerotic coronary artery disease detection,2022,"Pathak, Akanksha; Mandana, Kayapanda; Saha, Goutam",13,"X Liu, C Lv, L Cao, X Guo",Detection of coronary artery disease using a triplet network and hybrid loss function on heart sound signal,2025.0,Biomedical Signal Processing and Control,Elsevier,https://www.sciencedirect.com/science/article/pii/S1746809425001120,"https://scholar.google.com/scholar?cites=6603573822009975374&as_sdt=80005&sciodt=0,11&hl=en",13,2026-08-23 16:42:34,,,,,,,,,13,13.0,3,4,1.0,Coronary artery disease (CAD) is currently one of the most common cardiovascular diseases. Its high incidence and mortality pose a serious threat to human health and cause …,,"https://scholar.google.com/scholar?q=related:TiL5ZGebpFsJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11",Detection of coronary artery disease using a triplet network and hybrid loss function on heart sound signal,"X Liu, C Lv, L Cao, X Guo",2025,Coronary artery disease (CAD) is currently one of the most common cardiovascular diseases. Its high incidence and mortality pose a serious threat to human health and cause …,Biomedical Signal Processing and Control,Unknown,Unknown,Unclassified,2026-08-23 16:42:34,error,
P5,Ensembled transfer learning and multiple kernel learning for phonocardiogram based atherosclerotic coronary artery disease detection,2022,"Pathak, Akanksha; Mandana, Kayapanda; Saha, Goutam",13,"M Fynn, K Mandana, J Rashid, S Nordholm…",Practicality meets precision: Wearable vest with integrated multi-channel PCG sensors for effective coronary artery disease pre-screening,2025.0,Computers in Biology …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0010482525002550,"https://scholar.google.com/scholar?cites=13177228951394884536&as_sdt=80005&sciodt=0,11&hl=en",14,2026-08-23 16:42:34,HTML,,,,,,,,13,13.0,3,5,1.0,"The leading cause of mortality and morbidity worldwide is cardiovascular disease (CVD), with coronary artery disease (CAD) being the largest sub-category. Unfortunately …",https://www.sciencedirect.com/science/article/pii/S0010482525002550,"https://scholar.google.com/scholar?q=related:uJviU-rr3rYJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11",Practicality meets precision: Wearable vest with integrated multi-channel PCG sensors for effective coronary artery disease pre-screening,"M Fynn, K Mandana, J Rashid, S Nordholm…",2025,"The leading cause of mortality and morbidity worldwide is cardiovascular disease (CVD), with coronary artery disease (CAD) being the largest sub-category. Unfortunately …",Computers in Biology …,Unknown,Unknown,Unclassified,2026-08-23 16:42:34,error,
P5,Ensembled transfer learning and multiple kernel learning for phonocardiogram based atherosclerotic coronary artery disease detection,2022,"Pathak, Akanksha; Mandana, Kayapanda; Saha, Goutam",21,"C Yin, Y Zheng, X Ding, Y Shi, J Qin…",Detection of coronary artery disease based on clinical phonocardiogram and multiscale attention convolutional compression network,2024.0,IEEE Journal of …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/10400808/,"https://scholar.google.com/scholar?cites=13231130960341926336&as_sdt=80005&sciodt=0,11&hl=en",15,2026-08-23 16:42:34,,,,,,,,,21,10.5,4,6,2.0,"Heart sound is an important physiological signal that contains rich pathological information related with coronary stenosis. Thus, some machine learning methods are developed to …",,"https://scholar.google.com/scholar?q=related:wIHaw4FrnrcJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11",Detection of coronary artery disease based on clinical phonocardiogram and multiscale attention convolutional compression network,"C Yin, Y Zheng, X Ding, Y Shi, J Qin…",2024,"Heart sound is an important physiological signal that contains rich pathological information related with coronary stenosis. Thus, some machine learning methods are developed to …",IEEE Journal of …,Unknown,Unknown,Unclassified,2026-08-23 16:42:34,error,
P5,Ensembled transfer learning and multiple kernel learning for phonocardiogram based atherosclerotic coronary artery disease detection,2022,"Pathak, Akanksha; Mandana, Kayapanda; Saha, Goutam",13,"YF Dai, PF Liu, WQ Hou, K Kadier, ZY Mu, Z Lu…",Deep learning fusion framework for automated coronary artery disease detection using raw heart sound signals,2024.0,Heliyon,cell.com,https://www.cell.com/heliyon/fulltext/S2405-8440(24)11662-3,"https://scholar.google.com/scholar?cites=13406328920877946932&as_sdt=80005&sciodt=0,11&hl=en",16,2026-08-23 16:42:34,HTML,,,,,,,,13,6.5,2,7,2.0,"One of the most common cardiovascular diseases is coronary artery disease (CAD). Thus, it is crucial for early CAD diagnosis to control disease progression. Computer-aided CAD …",https://www.cell.com/heliyon/fulltext/S2405-8440(24)11662-3,"https://scholar.google.com/scholar?q=related:NNj5rh_ZDLoJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11",Deep learning fusion framework for automated coronary artery disease detection using raw heart sound signals,"YF Dai, PF Liu, WQ Hou, K Kadier, ZY Mu, Z Lu…",2024,"One of the most common cardiovascular diseases is coronary artery disease (CAD). Thus, it is crucial for early CAD diagnosis to control disease progression. Computer-aided CAD …",Heliyon,Unknown,Unknown,Unclassified,2026-08-23 16:42:34,error,
P5,Ensembled transfer learning and multiple kernel learning for phonocardiogram based atherosclerotic coronary artery disease detection,2022,"Pathak, Akanksha; Mandana, Kayapanda; Saha, Goutam",29,"MG Veerabaku, J Nithiyanantham, S Urooj, AQ Md…",Intelligent Bi-LSTM with architecture optimization for heart disease prediction in WBAN through optimal channel selection and feature selection,2023.0,Biomedicines,mdpi.com,https://www.mdpi.com/2227-9059/11/4/1167,"https://scholar.google.com/scholar?cites=8807182829974959816&as_sdt=80005&sciodt=0,11&hl=en",17,2026-08-23 16:42:34,HTML,,,,,,,,29,9.67,6,5,3.0,Wireless Body Area Network (WBAN) is a trending technology of Wireless Sensor Networks (WSN) to enhance the healthcare system. This system is developed to monitor individuals by …,https://www.mdpi.com/2227-9059/11/4/1167,"https://scholar.google.com/scholar?q=related:yLaTFB9mOXoJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11",Intelligent Bi-LSTM with architecture optimization for heart disease prediction in WBAN through optimal channel selection and feature selection,"MG Veerabaku, J Nithiyanantham, S Urooj, AQ Md…",2023,Wireless Body Area Network (WBAN) is a trending technology of Wireless Sensor Networks (WSN) to enhance the healthcare system. This system is developed to monitor individuals by …,Biomedicines,Unknown,Unknown,Unclassified,2026-08-23 16:42:34,error,
P5,Ensembled transfer learning and multiple kernel learning for phonocardiogram based atherosclerotic coronary artery disease detection,2022,"Pathak, Akanksha; Mandana, Kayapanda; Saha, Goutam",17,"D Niizumi, D Takeuchi, Y Ohishi…",Exploring pre-trained general-purpose audio representations for heart murmur detection,2024.0,2024 46th Annual …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/10782479/,"https://scholar.google.com/scholar?cites=724692026497977669&as_sdt=80005&sciodt=0,11&hl=en",18,2026-08-23 16:42:34,,,,,,,,,17,8.5,4,4,2.0,"To reduce the need for skilled clinicians in heart sound interpretation, recent studies on automating cardiac auscultation have explored deep learning approaches. However …",https://arxiv.org/pdf/2404.17107,"https://scholar.google.com/scholar?q=related:RU34-o6fDgoJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11",Exploring pre-trained general-purpose audio representations for heart murmur detection,"D Niizumi, D Takeuchi, Y Ohishi…",2024,"To reduce the need for skilled clinicians in heart sound interpretation, recent studies on automating cardiac auscultation have explored deep learning approaches. However …",2024 46th Annual …,Unknown,Unknown,Unclassified,2026-08-23 16:42:34,error,
P5,Ensembled transfer learning and multiple kernel learning for phonocardiogram based atherosclerotic coronary artery disease detection,2022,"Pathak, Akanksha; Mandana, Kayapanda; Saha, Goutam",9,"A Amamra, V Terrelonge",Multiple kernel transfer learning for enhancing network intrusion detection in encrypted and heterogeneous network environments,2024.0,Electronics,mdpi.com,https://www.mdpi.com/2079-9292/14/1/80,"https://scholar.google.com/scholar?cites=16670098034541469905&as_sdt=80005&sciodt=0,11&hl=en",19,2026-08-23 16:42:34,HTML,,,,,,,,9,4.5,5,2,2.0,"Conventional supervised machine learning is widely used for intrusion detection without packet payload inspection, showing good accuracy in detecting known attacks. However …",https://www.mdpi.com/2079-9292/14/1/80,"https://scholar.google.com/scholar?q=related:0SDIJ9cVWOcJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11",Multiple kernel transfer learning for enhancing network intrusion detection in encrypted and heterogeneous network environments,"A Amamra, V Terrelonge",2024,"Conventional supervised machine learning is widely used for intrusion detection without packet payload inspection, showing good accuracy in detecting known attacks. However …",Electronics,Unknown,Unknown,Unclassified,2026-08-23 16:42:34,error,
P5,Ensembled transfer learning and multiple kernel learning for phonocardiogram based atherosclerotic coronary artery disease detection,2022,"Pathak, Akanksha; Mandana, Kayapanda; Saha, Goutam",12,"Y Zheng, Z Long, B Feng, R Cheng…",D3bt: Dynamic 3d body transformer for body fat percentage assessment,2024.0,IEEE journal of …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/10772468/,"https://scholar.google.com/scholar?cites=17826068658709861878&as_sdt=80005&sciodt=0,11&hl=en",20,2026-08-23 16:42:34,,,,,,,,,12,6.0,2,5,2.0,"3D body scan has been adopted for body composition assessment due to its ability to accurately capture body shape measurements. However, the complexity of mesh …",https://pmc.ncbi.nlm.nih.gov/articles/PMC12083870/,"https://scholar.google.com/scholar?q=related:9hUgoP_qYvcJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11",D3bt: Dynamic 3d body transformer for body fat percentage assessment,"Y Zheng, Z Long, B Feng, R Cheng…",2024,"3D body scan has been adopted for body composition assessment due to its ability to accurately capture body shape measurements. However, the complexity of mesh …",IEEE journal of …,Unknown,Unknown,Unclassified,2026-08-23 16:42:34,error,
P5,Ensembled transfer learning and multiple kernel learning for phonocardiogram based atherosclerotic coronary artery disease detection,2022,"Pathak, Akanksha; Mandana, Kayapanda; Saha, Goutam",15,"S Das, S Dandapat",Heart murmur severity stages classification using multikernel residual CNN,2024.0,IEEE Sensors Journal,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/10474302/,"https://scholar.google.com/scholar?cites=17814401023515821063&as_sdt=80005&sciodt=0,11&hl=en",21,2026-08-23 16:42:34,,,,,,,,,15,7.5,8,2,2.0,Computer-aided diagnosis of heart murmurs (HMs) using phonocardiogram (PCG) signals facilitates early treatment of heart valve diseases (HVDs). This work proposes a novel …,,"https://scholar.google.com/scholar?q=related:BwQEnVh3OfcJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11",Heart murmur severity stages classification using multikernel residual CNN,"S Das, S Dandapat",2024,Computer-aided diagnosis of heart murmurs (HMs) using phonocardiogram (PCG) signals facilitates early treatment of heart valve diseases (HVDs). This work proposes a novel …,IEEE Sensors Journal,Unknown,Unknown,Unclassified,2026-08-23 16:42:34,error,
P5,Ensembled transfer learning and multiple kernel learning for phonocardiogram based atherosclerotic coronary artery disease detection,2022,"Pathak, Akanksha; Mandana, Kayapanda; Saha, Goutam",4,"H Ma, W Zhao, N Jin, Y Zheng, X Guo",Assessment for coronary heart disease severity by STFTs from synchronized PCG and ECG,2025.0,Applied Acoustics,Elsevier,https://www.sciencedirect.com/science/article/pii/S0003682X25004128,"https://scholar.google.com/scholar?cites=3370936796681555691&as_sdt=80005&sciodt=0,11&hl=en",22,2026-08-23 16:42:34,,,,,,,,,4,4.0,1,5,1.0,"Electrocardiogram (ECG) and phonocardiogram (PCG) signals reflect the electrical and mechanical activities of the heart, respectively. Noninvasive assessment of the severity of …",,"https://scholar.google.com/scholar?q=related:605_Fij5xy4J:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11",Assessment for coronary heart disease severity by STFTs from synchronized PCG and ECG,"H Ma, W Zhao, N Jin, Y Zheng, X Guo",2025,"Electrocardiogram (ECG) and phonocardiogram (PCG) signals reflect the electrical and mechanical activities of the heart, respectively. Noninvasive assessment of the severity of …",Applied Acoustics,Unknown,Unknown,Unclassified,2026-08-23 16:42:34,error,
P5,Ensembled transfer learning and multiple kernel learning for phonocardiogram based atherosclerotic coronary artery disease detection,2022,"Pathak, Akanksha; Mandana, Kayapanda; Saha, Goutam",1,"F Ma, H Zhang, S Fang, Q Wang, F Lin, L Chao…",Hierarchical fusion of electrocardiogram and phonocardiogram data improves heart failure detection,2026.0,Patterns,cell.com,https://www.cell.com/patterns/fulltext/S2666-3899(25)00296-X,"https://scholar.google.com/scholar?cites=5387173579173318164&as_sdt=80005&sciodt=0,11&hl=en",23,2026-08-23 16:42:34,HTML,,,,,,,,1,1.0,0,7,1.0,Heart failure with reduced ejection fraction (HFrEF) is a clinical syndrome with high morbidity and mortality. Developing cost-effective and easily deployable screening methods is crucial …,https://www.cell.com/patterns/fulltext/S2666-3899(25)00296-X,"https://scholar.google.com/scholar?q=related:FM7-6dMVw0oJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11",Hierarchical fusion of electrocardiogram and phonocardiogram data improves heart failure detection,"F Ma, H Zhang, S Fang, Q Wang, F Lin, L Chao…",2026,Heart failure with reduced ejection fraction (HFrEF) is a clinical syndrome with high morbidity and mortality. Developing cost-effective and easily deployable screening methods is crucial …,Patterns,Unknown,Unknown,Unclassified,2026-08-23 16:42:34,error,
P5,Ensembled transfer learning and multiple kernel learning for phonocardiogram based atherosclerotic coronary artery disease detection,2022,"Pathak, Akanksha; Mandana, Kayapanda; Saha, Goutam",14,"SA Singh, ND Devi, KN Singh, K Thongam…",An ensemble-based transfer learning model for predicting the imbalance heart sound signal using spectrogram images,2024.0,Multimedia Tools and …,Springer,https://link.springer.com/article/10.1007/s11042-023-17186-9,"https://scholar.google.com/scholar?cites=10849871588719315389&as_sdt=80005&sciodt=0,11&hl=en",24,2026-08-23 16:42:34,,10.1007/s11042-023-17186-9,,,,,,,14,7.0,3,5,2.0,"Heart sound signal analysis is an important area in healthcare, and the detection of imbalanced heart sounds can provide valuable diagnostic information. However, due to …",,"https://scholar.google.com/scholar?q=related:vck3kLl8kpYJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11",An ensemble-based transfer learning model for predicting the imbalance heart sound signal using spectrogram images,"SA Singh, ND Devi, KN Singh, K Thongam…",2024,"Heart sound signal analysis is an important area in healthcare, and the detection of imbalanced heart sounds can provide valuable diagnostic information. However, due to …",Multimedia Tools and …,Unknown,Unknown,Unclassified,2026-08-23 16:42:34,error,
P5,Ensembled transfer learning and multiple kernel learning for phonocardiogram based atherosclerotic coronary artery disease detection,2022,"Pathak, Akanksha; Mandana, Kayapanda; Saha, Goutam",1,"S Basak, U Bhattacharya",Deep determination of cardiac condition from phonocardiograms,2025.0,Neural Computing and Applications,Springer,https://link.springer.com/article/10.1007/s00521-025-11617-4,"https://scholar.google.com/scholar?cites=6933840121311917230&as_sdt=80005&sciodt=0,11&hl=en",25,2026-08-23 16:42:34,,10.1007/s00521-025-11617-4,,,,,,,1,1.0,1,2,1.0,"Every year, a significant volume of the global population is affected by coronary artery disease (CAD). On the other hand, heart murmur, an unusual whooshing sound caused by …",,"https://scholar.google.com/scholar?q=related:rvQlcNryOWAJ:scholar.google.com/&scioq=&hl=en&as_sdt=80005&sciodt=0,11",Deep determination of cardiac condition from phonocardiograms,"S Basak, U Bhattacharya",2025,"Every year, a significant volume of the global population is affected by coronary artery disease (CAD). On the other hand, heart murmur, an unusual whooshing sound caused by …",Neural Computing and Applications,Unknown,Unknown,Unclassified,2026-08-23 16:42:34,error,
